"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @CarlaMSmith: Fun fact: #HIMSS17 using more telecom networking than January's #SuperBowl in Houston! https://t.co/U1PkeqN7wY",FALSE,0,NA,2017-02-19 01:03:20,FALSE,NA,"833119743745859584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Brad_Justus",9,TRUE,FALSE,NA,NA
"2","RT @info_ladygaga: Todos os dados do #SuperBowl da lady Gaga - se lembra de mais alguma coisa? Compartilha aí com a gente <U+2665> #VideoLove #Lit…",FALSE,0,NA,2017-02-19 01:03:17,FALSE,NA,"833119732509319174",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","azeddine_c",17,TRUE,FALSE,NA,NA
"3","RT @justinbieber: My #SuperBowl commercial w/ @TMobile. Let’s go!! Let me see those #UnlimitedMoves https://t.co/J3YYPkR9nw",FALSE,0,NA,2017-02-19 01:03:15,FALSE,NA,"833119722778529792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IamLanceWiggins",64656,TRUE,FALSE,NA,NA
"4","RT @dinahjane97: Lowkey wishing I was at the #SuperBowl game! I'm happy that .@NormaniKordei is there living it up for the both of us!!! <ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BF><U+0088>",FALSE,0,NA,2017-02-19 01:01:41,FALSE,NA,"833119328870481924",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","selehomie",8996,TRUE,FALSE,NA,NA
"5","RT @superbustybowl: #BigBoobs #HugeTits #SuperBowl #NFL #sports #Babes #espn #foxsports #MaddenBowl #RealTime #boobs #babes 
RETWEET https:…",FALSE,0,NA,2017-02-19 01:00:56,FALSE,NA,"833119141922009088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","contentbroadb",1,TRUE,FALSE,NA,NA
"6","Denver Broncos Super Bowl 50 Champs Beyond Victory Navy Long... - https://t.co/kFnuuXfM9L #SB50 #NFL #SuperBowl https://t.co/hosU6PFEag",FALSE,0,NA,2017-02-19 01:00:44,FALSE,NA,"833119089111470081",NA,"<a href=""http://www.rssground.com/"" rel=""nofollow"">RSSGround</a>","RSSDealFeeds",0,FALSE,FALSE,NA,NA
"7","RT @gagadaily: .@LadyGaga's #SuperBowl Halftime show is officially the most watched musical event IN HISTORY! https://t.co/WQpWAFL7XW",FALSE,0,NA,2017-02-19 01:00:28,FALSE,NA,"833119025697812480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angledown_",805,TRUE,FALSE,NA,NA
"8","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-19 01:00:20,FALSE,NA,"833118991703035908",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ryrberge",8407,TRUE,FALSE,NA,NA
"9","RT @IGN: Dead Men Tell No Tales in this #SuperBowl trailer for the next #PiratesOfTheCaribbean film. https://t.co/9KdLIvxog9",FALSE,0,NA,2017-02-19 01:00:10,FALSE,NA,"833118948254179328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","michaelalexsan1",2511,TRUE,FALSE,NA,NA
"10","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-19 01:00:03,FALSE,NA,"833118919812665345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","j_mane04",8407,TRUE,FALSE,NA,NA
"11","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-19 01:00:03,FALSE,NA,"833118917082173442",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nick_boz02",8407,TRUE,FALSE,NA,NA
"12","RT @CoachHinesCHS: Over 95% of Football players in the upcoming #Superbowl were multi sport athletes in High School!  

#LearnFromTheBest h…",FALSE,0,NA,2017-02-19 00:57:30,FALSE,NA,"833118277417189376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JTH_Vikings",619,TRUE,FALSE,NA,NA
"13","Hello @NFL are you listening? No more #SuperBowl ? @GovAbbott https://t.co/sxoJoxFFZB",FALSE,0,NA,2017-02-19 00:56:36,FALSE,NA,"833118052241797120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UdvTANBgkh9NQth",0,FALSE,FALSE,NA,NA
"14","RT @otramallorca: El descanso de la #SuperBowl siempre ha sido para los mejores. Recordemos a Prince y su lluvia purple. Bona nit!

https:/…",FALSE,0,NA,2017-02-19 00:56:17,FALSE,NA,"833117969647538176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maradriantv",1,TRUE,FALSE,NA,NA
"15","RT @lasillarota: Tenista paga apuesta de #SuperBowl y sale con fan https://t.co/oetmTpvpoN https://t.co/WGl9bubwKB",FALSE,0,NA,2017-02-19 00:55:32,FALSE,NA,"833117780639559680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","uliarevalo",2,TRUE,FALSE,NA,NA
"16","RT @dinahjane97: Lowkey wishing I was at the #SuperBowl game! I'm happy that .@NormaniKordei is there living it up for the both of us!!! <ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BF><U+0088>",FALSE,0,NA,2017-02-19 00:55:29,FALSE,NA,"833117771261161473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pressurejbxz",8996,TRUE,FALSE,NA,NA
"17","RT @justinbieber: My #SuperBowl commercial w/ @TMobile. Let’s go!! Let me see those #UnlimitedMoves https://t.co/J3YYPkR9nw",FALSE,0,NA,2017-02-19 00:54:50,FALSE,NA,"833117604529238016",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Cristina_emp",64656,TRUE,FALSE,NA,NA
"18","RT @PopCrush: Who should perform at next year's #SuperBowl halftime show? https://t.co/o0EyCjScDy https://t.co/rzdiFZOJqA",FALSE,0,NA,2017-02-19 00:54:29,FALSE,NA,"833117516411109376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DellaroccaGiusy",107,TRUE,FALSE,NA,NA
"19","RT @_HaveAGreatDay_: Why when we celebrate we destroy our bodies with things we don't need? #theworld #superbowl #celebrations #bodies",FALSE,0,NA,2017-02-19 00:54:23,FALSE,NA,"833117494802075649",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SmQaqS290rvqrV6",4,TRUE,FALSE,NA,NA
"20","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-19 00:54:04,FALSE,NA,"833117414271381504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BernabeEdgar",8407,TRUE,FALSE,NA,NA
"21","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-19 00:53:59,FALSE,NA,"833117392112848897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Andrew_Schwab1",8407,TRUE,FALSE,NA,NA
"22","RT @MJJLegion: Michael Jackson performing ‘Heal The World’ at the #SuperBowl  Halftime Show, 1993. We need this message now more than ever.…",FALSE,0,NA,2017-02-19 00:53:53,FALSE,NA,"833117365084753920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","breezysfave_",1356,TRUE,FALSE,NA,NA
"23","RT @justinbieber: My #SuperBowl commercial w/ @TMobile. Let’s go!! Let me see those #UnlimitedMoves https://t.co/J3YYPkR9nw",FALSE,0,NA,2017-02-19 00:53:25,FALSE,NA,"833117250852880384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","isabel_Tramos",64656,TRUE,FALSE,NA,NA
"24","RT @Spectrum3847: Preparing for #superbowl #omgrobots #GridIronChallenge Football Robots @FirstinTexas https://t.co/n9Cwv5sQhE",FALSE,0,NA,2017-02-19 00:53:12,FALSE,NA,"833117193680384004",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gretche50995360",1,TRUE,FALSE,NA,NA
"25","RT @lasillarota: Tenista paga apuesta de #SuperBowl y sale con fan https://t.co/oetmTpvpoN https://t.co/WGl9bubwKB",FALSE,0,NA,2017-02-19 00:53:10,FALSE,NA,"833117186877161472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alfloga",2,TRUE,FALSE,NA,NA
"26","RT @MatPatGT: Lady Gaga knocks her audition for Spiderman out of the park #SuperBowl https://t.co/10Gr4cJxiH",FALSE,0,NA,2017-02-19 00:52:54,FALSE,NA,"833117118501679104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kaijitzu1",1811,TRUE,FALSE,NA,NA
"27","Tenista paga apuesta de #SuperBowl y sale con fan https://t.co/oetmTpvpoN https://t.co/WGl9bubwKB",FALSE,0,NA,2017-02-19 00:52:51,FALSE,NA,"833117106245873665",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","lasillarota",2,FALSE,FALSE,NA,NA
"28","RT @MarinaDiamandis: #SuperBowl @LadyGaga was so fabulous. Uncompromising, entertaining and true. <U+2B50><U+FE0F><U+2764><U+FE0F>",FALSE,0,NA,2017-02-19 00:52:50,FALSE,NA,"833117102433112064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cheektochin",6941,TRUE,FALSE,NA,NA
"29","RT @HeffronDrive: So much fun watching the #SuperBowl tonight. Win or lose, that was exactly what the Big Game is supposed to be! 
History…",FALSE,0,NA,2017-02-19 00:52:41,FALSE,NA,"833117063677898752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","michell230710",653,TRUE,FALSE,NA,NA
"30","RT @rightheredinah: the simpsons have done it again #SuperBowl https://t.co/hms5WTQwgX",FALSE,0,NA,2017-02-19 00:51:28,FALSE,NA,"833116759540514816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EdwardBermuda",221,TRUE,FALSE,NA,NA
"31","#NFL #MVP GMA GRADED GEM MINT 10 2005 TOPPS #AaronRodgers ROOKIE RC #Packers! https://t.co/bNkto42ZCW #SuperBowl… https://t.co/BtltpIJaPn",FALSE,0,NA,2017-02-19 00:51:05,TRUE,NA,"833116661280448513",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Myong_Wisley",0,FALSE,FALSE,NA,NA
"32","RT @SpikeInkMaster: Who's your pick to win tonight's game?! #SuperBowl <ed><U+00A0><U+00BD><ed><U+00B3><U+00B7>: @Skinwerks https://t.co/K4d8wrLs1l",FALSE,0,NA,2017-02-19 00:50:57,FALSE,NA,"833116629777186816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TWITFABRICE",42,TRUE,FALSE,NA,NA
"33","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-19 00:49:43,FALSE,NA,"833116316252901376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wvu_jones",8407,TRUE,FALSE,NA,NA
"34","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-19 00:49:41,FALSE,NA,"833116309256859649",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jacobocole4",8407,TRUE,FALSE,NA,NA
"35","RT @MJJLegion: Michael Jackson performing ‘Heal The World’ at the #SuperBowl  Halftime Show, 1993. We need this message now more than ever.…",FALSE,0,NA,2017-02-19 00:49:34,FALSE,NA,"833116279208828928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sierra_Rosay",1356,TRUE,FALSE,NA,NA
"36","International Giveaway: Original Xiaomi 10000mAh Power Bank Fast Charging #pinterestegiveaway #giveaway #superbowl https://t.co/2tylYQ0yDi",FALSE,0,NA,2017-02-19 00:49:33,FALSE,NA,"833116277388423168",NA,"<a href=""https://gleam.io"" rel=""nofollow"">Gleam Competition App</a>","LCCK4ever",0,FALSE,FALSE,NA,NA
"37","The brands that won the #SuperBowl #marketing #advertising #media #TV https://t.co/tv3RnllXWZ",FALSE,1,NA,2017-02-19 00:49:02,FALSE,NA,"833116145410514944",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","84444",0,FALSE,FALSE,NA,NA
"38","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-19 00:48:58,FALSE,NA,"833116128650129408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mshively41",8407,TRUE,FALSE,NA,NA
"39","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-19 00:48:53,FALSE,NA,"833116109016555520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","j_bellaire",8407,TRUE,FALSE,NA,NA
"40","RT @justinbieber: My #SuperBowl commercial w/ @TMobile. Let’s go!! Let me see those #UnlimitedMoves https://t.co/J3YYPkR9nw",FALSE,0,NA,2017-02-19 00:48:16,FALSE,NA,"833115954770898944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jadebeaini",64656,TRUE,FALSE,NA,NA
"41","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-19 00:48:10,FALSE,NA,"833115926878883840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paytonwinslow",8407,TRUE,FALSE,NA,NA
"42","RT @DangMattSmith: Tom Brady right now <ed><U+00A0><U+00BD><ed><U+00B8><U+00AE> #Superbowl https://t.co/ywT5PU1kWb",FALSE,0,NA,2017-02-19 00:48:02,FALSE,NA,"833115896109469697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dabqueen9882",24,TRUE,FALSE,NA,NA
"43","RT @itsjoelpimentel: ¿ Quién está viendo el #SuperBowl ? <ed><U+00A0><U+00BC><ed><U+00BF><U+0088> #CNCO #CNCOwners https://t.co/BLTylCFs9S",FALSE,0,NA,2017-02-19 00:48:00,FALSE,NA,"833115887146119168",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CNCOmylife_",2301,TRUE,FALSE,NA,NA
"44","RT @LSUfootball: Congrats, @keke_mingo! #SuperBowl CHAMPION! #GeauxTigers https://t.co/3TrxkzCJkL",FALSE,0,NA,2017-02-19 00:47:36,FALSE,NA,"833115787233808388",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","georgiyagszq",242,TRUE,FALSE,NA,NA
"45","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-19 00:47:26,FALSE,NA,"833115744476934145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Brit_MichelleN",8407,TRUE,FALSE,NA,NA
"46","#SuperBowl Matt Damon narrating Super Bowl fan reactions. Need we say more? - https://t.co/1jeFQQUSFB… https://t.co/jN0fZYhJ7S",FALSE,0,NA,2017-02-19 00:47:22,FALSE,NA,"833115728513474560",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","opennViral",0,FALSE,FALSE,NA,NA
"47","RT @GMA: * MIC DROP *

Retweet if you loved @ladygaga!

#PepsiHalftime #SuperBowl #SB51 https://t.co/lGQPG3mYFv",FALSE,0,NA,2017-02-19 00:47:17,FALSE,NA,"833115705172193283",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bFXHRAigf4UwI6g",5277,TRUE,FALSE,NA,NA
"48","RT @PatsHeartMX: Tom Brady es el superhéroe de los superhéroes. Verdad, Capitán América?

#SuperBowl 

 https://t.co/9G849PQ1Lm",FALSE,0,NA,2017-02-19 00:47:17,FALSE,NA,"833115704215867392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","georgiytifmo",154,TRUE,FALSE,NA,NA
"49","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-19 00:47:15,FALSE,NA,"833115696590704640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EduardoF97",8407,TRUE,FALSE,NA,NA
"50","RT @DangMattSmith: Tom Brady right now <ed><U+00A0><U+00BD><ed><U+00B8><U+00AE> #Superbowl https://t.co/ywT5PU1kWb",FALSE,0,NA,2017-02-19 00:47:07,FALSE,NA,"833115664965574657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Aye_Patron_",24,TRUE,FALSE,NA,NA
"51","RT @bk17__: So that's how he fell down? It all makes sense now. #SuperBowl https://t.co/RNkEcjgFrA",FALSE,0,NA,2017-02-19 00:47:06,FALSE,NA,"833115660301500420",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ftESw1AZ6tYUdfz",1522,TRUE,FALSE,NA,NA
"52","Watching the #superbowl? Make sure to die",FALSE,0,NA,2017-02-19 00:46:57,FALSE,NA,"833115620006830081",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MazurGamer",0,FALSE,FALSE,NA,NA
"53","RT @longers1: Two NFL stars in the making. @angecorden + @Rudimuller take down the #Superbowl https://t.co/CG3dDAgslP #LateLateShow",FALSE,0,NA,2017-02-19 00:46:19,FALSE,NA,"833115462254878723",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","laurenzodavero",11,TRUE,FALSE,NA,NA
"54","RT @UnitedgamerzHQ: Tom Brady was like #SuperBowl https://t.co/uAn00LjVwo",FALSE,0,NA,2017-02-19 00:46:16,FALSE,NA,"833115450934382592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jordy1234451",246,TRUE,FALSE,NA,NA
"55","RT @UnitedgamerzHQ: Patriots win. Best comeback I've ever seen #SuperBowl",FALSE,0,NA,2017-02-19 00:46:15,FALSE,NA,"833115445653753857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jordy1234451",121,TRUE,FALSE,NA,NA
"56","Why Trump wants you to hate the media https://t.co/G3MNiZXINf #superbowl #tombrady #patriots https://t.co/frPleKqraV",FALSE,0,NA,2017-02-19 00:46:12,FALSE,NA,"833115431925870593",NA,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>","WillieMcaRep",0,FALSE,FALSE,NA,NA
"57","RT @UnitedgamerzHQ: People like talking a lot of shit about Tom Brady, but in the end he's still the goat #SuperBowl",FALSE,0,NA,2017-02-19 00:46:08,FALSE,NA,"833115418189402112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jordy1234451",73,TRUE,FALSE,NA,NA
"58","RT @backstreetboys: Happy #SuperBowl Sunday! Can't help but remember when we had the honor of singing the National Anthem at Super Bowl XXX…",FALSE,0,NA,2017-02-19 00:46:08,FALSE,NA,"833115416704737280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DivasBSB_Brasil",658,TRUE,FALSE,NA,NA
"59","Electrostim/Micro-Currant Therapy https://t.co/s7tuifrzUw #Chronic #acute #pain #relief #electrical #stimulation… https://t.co/RI3rT3I5Cr",FALSE,0,NA,2017-02-19 00:46:02,TRUE,NA,"833115389919780865",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","microInfusions",0,FALSE,FALSE,NA,NA
"60","RT @HillaryClinton: I'm one of 100 million #SuperBowl fans that just went #Gaga for the Lady, &amp; her message to all of us. https://t.co/8AoN…",FALSE,0,NA,2017-02-19 00:45:51,FALSE,NA,"833115345439199233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dianedoyouknow",62455,TRUE,FALSE,NA,NA
"61","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-19 00:45:38,FALSE,NA,"833115290623844353",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","totaIdadmoves",8407,TRUE,FALSE,NA,NA
"62","RT @carlosgzz03: WOW!! @LadyGaga's #SuperBowl #HalftimeShow is officially the most watched musical event IN HISTORY! 
So proud of her! -ART…",FALSE,0,NA,2017-02-19 00:45:31,FALSE,NA,"833115262673092610",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BoTswvi3t4qqJdK",251,TRUE,FALSE,NA,NA
"63","RT @nawthrenbelle: Getting our snacks ready to watch the Falcons win the super bowl!!
 @AtlantaFalcons 
#dirtybird 
#SuperBowl 
#Falcons 
#…",FALSE,0,NA,2017-02-19 00:45:24,FALSE,NA,"833115232314781696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EzDhw2vcPotxjm0",0,TRUE,FALSE,NA,NA
"64","RT @PublimetroMX: Lady Gaga “destrozó” a todo mundo con su show en el #SuperBowl  https://t.co/zbWyhvPeLk https://t.co/49unGa7koH",FALSE,0,NA,2017-02-19 00:45:11,FALSE,NA,"833115178921123840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","josueflores7777",2,TRUE,FALSE,NA,NA
"65","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-19 00:44:54,FALSE,NA,"833115107974639619",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ImThatGentleman",8407,TRUE,FALSE,NA,NA
"66","RT @MJJLegion: Michael Jackson performing ‘Heal The World’ at the #SuperBowl  Halftime Show, 1993. We need this message now more than ever.…",FALSE,0,NA,2017-02-19 00:44:50,FALSE,NA,"833115089561608193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","legaceeez",1356,TRUE,FALSE,NA,NA
"67","RT @Aronikswim: Go long! #superbowl weekend <ed><U+00A0><U+00BC><ed><U+00BF><U+0088>
https://t.co/qy7FJQgEh0 https://t.co/jXt3LldOsf",FALSE,0,NA,2017-02-19 00:44:07,FALSE,NA,"833114910938820608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pakete44",9,TRUE,FALSE,NA,NA
"68","RT @Biffstary: I don't normally follow football, but the #SuperBowl is another perfect time to get in some #guitar riffs. https://t.co/26Fj…",FALSE,0,NA,2017-02-19 00:44:07,FALSE,NA,"833114909206421505",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","wupplesguitar",1,TRUE,FALSE,NA,NA
"69","RT @Aronikswim: #superbowl SALE! 15%OFF
Promo code: TOUCHDOWN 
https://t.co/qy7FJQgEh0 https://t.co/7ZqwsiGTGY",FALSE,0,NA,2017-02-19 00:43:50,FALSE,NA,"833114838851342340",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pakete44",3,TRUE,FALSE,NA,NA
"70","International Giveaway: Original Xiaomi 10000mAh Power Bank Fast Charging #pinterestegiveaway #giveaway #superbowl https://t.co/qS04ITLj3N",FALSE,0,NA,2017-02-19 00:43:35,FALSE,NA,"833114773130665984",NA,"<a href=""https://gleam.io"" rel=""nofollow"">Gleam Competition App</a>","Juan7551",0,FALSE,FALSE,NA,NA
"71","RT @Aronikswim: <ed><U+00A0><U+00BC><ed><U+00BF><U+0088> #superbowl SALE! 15%OFF
Promo code: TOUCHDOWN 
https://t.co/qy7FJQgEh0 https://t.co/LwJWbikllL",FALSE,0,NA,2017-02-19 00:43:26,FALSE,NA,"833114739031031808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pakete44",14,TRUE,FALSE,NA,NA
"72","Lady Gaga “destrozó” a todo mundo con su show en el #SuperBowl https://t.co/3Xb4OUJLZn",FALSE,1,NA,2017-02-19 00:43:09,FALSE,NA,"833114664112230400",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Ninaaw_",0,FALSE,FALSE,NA,NA
"73","RT @justinbieber: My #SuperBowl commercial w/ @TMobile. Let’s go!! Let me see those #UnlimitedMoves https://t.co/J3YYPkR9nw",FALSE,0,NA,2017-02-19 00:43:08,FALSE,NA,"833114660907925504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Andribieber120",64656,TRUE,FALSE,NA,NA
"74","Lady Gaga “destrozó” a todo mundo con su show en el #SuperBowl https://t.co/lQvp7JhqIH",FALSE,0,NA,2017-02-19 00:43:07,FALSE,NA,"833114655979483136",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","sookabaja8906",0,FALSE,FALSE,NA,NA
"75","RT @VeraWear: #VeraArmy We hope you are enjoying the #superbowl as much as we are enjoying announcing ""Primal Collection"" Coming 7.7.17 #co…",FALSE,0,NA,2017-02-19 00:42:44,FALSE,NA,"833114558885531648",NA,"<a href=""http://baca.co.id"" rel=""nofollow"">Baca - Berita Indonesia</a>","gordanavinogra4",292,TRUE,FALSE,NA,NA
"76","RT @ladygaga: So!!!!!!??? What did you guys think of the #PepsiHalftime show? I love performing for you <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> #Gaga 
#SB51 #SuperBowl https://…",FALSE,0,NA,2017-02-19 00:42:43,FALSE,NA,"833114557577052163",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VictorVfoc",20651,TRUE,FALSE,NA,NA
"77","RT @VeraWear: #VeraArmy We hope you are enjoying the #superbowl as much as we are enjoying announcing ""Primal Collection"" Coming 7.7.17 #co…",FALSE,0,NA,2017-02-19 00:42:43,FALSE,NA,"833114557526659073",NA,"<a href=""http://baca.co.id"" rel=""nofollow"">Baca - Berita Indonesia</a>","livaniisorokin2",292,TRUE,FALSE,NA,NA
"78","RT @VeraWear: #VeraArmy We hope you are enjoying the #superbowl as much as we are enjoying announcing ""Primal Collection"" Coming 7.7.17 #co…",FALSE,0,NA,2017-02-19 00:42:43,FALSE,NA,"833114556364836864",NA,"<a href=""http://baca.co.id"" rel=""nofollow"">Baca - Berita Indonesia</a>","ignatevaafina93",292,TRUE,FALSE,NA,NA
